# Input file: /home/c707165/Steffi/HATPRO/TestData/python_one_hour//ZENIT_140101_030912.BRT
# BRTCode 666666
# TPCTimeRef 1
# FreqAnz 14
# N 176
# timestamp elevation frequence value
    1388545808 90.00  56.66           271.899994
    1388545808 90.00  57.30           271.989990
    1388545808 90.00  58.00           271.920013
    1388545810 90.00  22.24            15.360000
    1388545810 90.00  23.04            14.880000
    1388545810 90.00  23.84            13.310000
    1388545810 90.00  25.44            11.230000
    1388545810 90.00  26.24            10.650000
    1388545810 90.00  27.84            10.270000
    1388545810 90.00  31.40            11.070000
    1388545810 90.00  51.26            91.150002
    1388545810 90.00  52.28           130.380005
    1388545810 90.00  53.86           233.809998
    1388545810 90.00  54.94           267.839996
    1388545810 90.00  56.66           272.029999
    1388545810 90.00  57.30           272.079987
    1388545810 90.00  58.00           271.950012
    1388545811 90.00  22.24            15.420000
    1388545811 90.00  23.04            14.860000
    1388545811 90.00  23.84            13.370000
    1388545811 90.00  25.44            11.320000
    1388545811 90.00  26.24            10.660000
    1388545811 90.00  27.84            10.290000
    1388545811 90.00  31.40            11.130000
    1388545811 90.00  51.26            91.150002
    1388545811 90.00  52.28           129.940002
    1388545811 90.00  53.86           233.279999
    1388545811 90.00  54.94           267.910004
    1388545811 90.00  56.66           271.519989
    1388545811 90.00  57.30           271.239990
    1388545811 90.00  58.00           271.600006
    1388545812 90.00  22.24            15.380000
    1388545812 90.00  23.04            14.910000
    1388545812 90.00  23.84            13.250000
    1388545812 90.00  25.44            11.230000
    1388545812 90.00  26.24            10.540000
    1388545812 90.00  27.84            10.210000
    1388545812 90.00  31.40            11.040000
    1388545812 90.00  51.26            91.449997
    1388545812 90.00  52.28           130.050003
    1388545812 90.00  53.86           233.759995
    1388545812 90.00  54.94           267.899994
    1388545812 90.00  56.66           271.950012
    1388545812 90.00  57.30           271.820007
    1388545812 90.00  58.00           271.920013
    1388545813 90.00  22.24            15.360000
    1388545813 90.00  23.04            14.920000
    1388545813 90.00  23.84            13.240000
    1388545813 90.00  25.44            11.250000
    1388545813 90.00  26.24            10.700000
    1388545813 90.00  27.84            10.280000
    1388545813 90.00  31.40            11.150000
    1388545813 90.00  51.26            91.180000
    1388545813 90.00  52.28           130.199997
    1388545813 90.00  53.86           233.830002
    1388545813 90.00  54.94           268.130005
    1388545813 90.00  56.66           271.700012
    1388545813 90.00  57.30           271.829987
    1388545813 90.00  58.00           271.929993
    1388545815 90.00  22.24            15.390000
